,label,news_report
807707,Tech,Microsoft apologises for racism
807781,Tech,In pics: Sub-Rs 20K BlackBerry Curve 8520
807786,Tech,Infosys; Wipro bag 5-yr BP deal
807806,Tech,India's top 10 technical institutes
808303,Tech,Satyam BPO to hire 300
808352,Tech,SAP fined $139 mn in patent case
808382,Tech,10 'unsung heroes' of technology
808393,Tech,Tata snatches domain from MakeMyTrip
808394,Tech,Meet Nokia's first Linux phone
808933,Tech,Premji re-appointed Wipro Chairman
808961,Tech,HCL Tech raises Rs 5 bn via bonds
808981,Tech,Internet's 10 Most Dangerous celebrities
808982,Tech,Are networking sites leaking our details?
809008,Tech,Hot cam phones Samsung Memoir Nokia N97
809010,Tech,Samsung launches world's first OMH phone
809450,Tech,TCS eyes $1 bn revenue from domestic mkt
809554,Tech,How-tos of safe online shopping
810404,Tech,Indian IT Q4: Headcount report card
810438,Tech,Why Infy is finding difficult to acquire
810451,Tech,Coming soon: Dual-screen laptop
810457,Tech,At 40; Internet facing mid-life crisis
810475,Tech,Meet Nokia's first Netbook; Booklet 3G
811012,Tech,Wikipedia tightens editing rules
811037,Tech,Microsoft forcing Messenger upgrade again!
811090,Tech,13 little-known facts about Infosys
811100,Tech,US govt seeks $5 mn for H-1B visa fraud
811524,Tech,Google's Gmail crashes again
811543,Tech,Yahoo India shuts down social network SpotM
811569,Tech,BT's plan to take back BPO jobs hit snag
811579,Tech,3 reasons why 'Wipro model' suits TCS
811582,Tech,Internet @ 40: Key milestones
811586,Tech,Laptop in 1938; or a Flash in the pan?
812073,Tech,LG to unveil Windows mobile phones
812085,Tech,Nokia unveils 3 new smartphones
812109,Tech,Orkut India's top 10 communities
812122,Tech,Microsoft killing its regular iPod rivals
812138,Tech,Wipro; Infosys Bengal plans stalled
812624,Tech,TCS plans to hire 25;000 this year
812635,Tech,Website to carry Al Qaeda's gift
812703,Tech,9 things you ought to know about TCS
812708,Tech,Nokia N97 to hit Indian mkt by Diwali
812714,Tech,5 Hot Blackberry applications
813331,Tech,TCS appoints S Ramadorai as vice-chairman
813332,Tech,Antitrust agency to probe Google
813333,Tech,How militants go mobile in Kashmir
813365,Tech,PM on Facebook!
813734,Tech,5 things you need to know about PDFs
813735,Tech,Now buy Facebook friends
813736,Tech,Diginovel: A book; movie & website
814218,Tech,Tech Mahindra bags $400 mn Etisalat deal
814220,Tech,TCS CEO: Demand pipeline strong
814252,Tech,First look: Nokia N97 mini
814745,Tech,Why IT cos gave campus placements a miss
814751,Tech,West Bengal scraps IT township project
814770,Tech,Wipro may shut its centre in France
814777,Tech,TCS; Microsoft in virtualisation deal
814817,Tech,Microsoft's 8 Worst mistakes
814845,Tech,WB lost opportunity to create jobs: Infy
815335,Tech,Satyam brings back variable pay
815363,Tech,Wipro eyeing cos with new biz model
815396,Tech,Top 10 BPOs in India
815398,Tech,HTC launches Hero in India
815902,Tech,Steve Jobs is back
815919,Tech,Cong wants Wipro; Infy to stay back
815940,Tech,Recession in US is over: Obama
815952,Tech,In pics: All new iPods
815954,Tech,HP BPO shutdown: 'Asset review on'
816517,Tech,Infy may buy consulting cos for $200 mn
816571,Tech,IT cos: Look who all are hiring
816580,Tech,50 things Internet is killing
816587,Tech,Now; a search engine for Muslims only
816606,Tech,Wipro to double Australian manpower
816611,Tech,STPI likely to get 3-year extension
817126,Tech,Australia asks Satyam to pay back money
817132,Tech,Microsoft escapes fine of $358 mn
817324,Tech,How old is your favourite technology
817325,Tech,How to get rid of app update mess on PC
817326,Tech,Review: Google Voice
818189,Tech,Skype's chairman sacked
818191,Tech,Management shake-up coming at Intel
818196,Tech,Swine flu: Karnataka blames IT pros
818230,Tech,11 biggest technology myths
818254,Tech,StanChart to open KPO in Bangalore
818763,Tech,3G handsets to cost less than Rs 5000
818780,Tech,Wipro bags 3-year deal from Japan's ANA
818795,Tech,Satyam's new mystery: Geelong IT project
818834,Tech,Zune HD: Meet Microsoft's iPod rival
818848,Tech,Infy opens training centre in Mysore
818867,Tech,Indians love Google!
818898,Tech,Google launches news reader 'Fast Flip'
819418,Tech,Satyam wins 32 new clients
819421,Tech,We over-hired: Infosys COO
819426,Tech,Meet Bangalore's hottest rival
819454,Tech,First look: Google Chrome 3.0
819486,Tech,TCS opens centre in Argentina
819489,Tech,TCS passport project delayed again
820042,Tech,Know Infosys' success secret
820059,Tech,Inside Samsung's 12-megapixel phone
820138,Tech,Bengal promises land to Wipro; Infy
820146,Tech,India at no 44 in IT competitiveness
820159,Tech,IT's 7 new Best employers
820650,Tech,HCL Tech bags $113 mn deal from US cos
820694,Tech,Vodafone moving BPO jobs to India
820739,Tech,Azim Premji in no mood to hang boots yet
820750,Tech,In pics: Steve Jobs over the years
821274,Tech,Review: iPod Nano; Zune HD
821275,Tech,Microsoft shareholders vote on exec pay
821276,Tech,Tata; Airtel; RCom face Rs 136 cr fine
821735,Tech,Apple rejects Google Voice app
821736,Tech,Inside Katrina Kaif's web site plans
821737,Tech,What is Facebook up to
822194,Tech,India's Silicon Valley wants security
822231,Tech,Radiation: 5 Best and Worst phones
822240,Tech,IT 2008-09: Salary hikes & attrition
822260,Tech,India to lead 2nd wave of IT adoption: IBM
822266,Tech,Dell to buy Perot Systems for $3.9 Bn
822722,Tech,Sun losing $100 mn a month: Oracle
822743,Tech,Tech experts can't 'kill' Conficker virus
822785,Tech,Dell-Perot deal: What it means for India
823239,Tech,Microsoft developing tablet PC
823241,Tech,Wipro expands UK centre
823291,Tech,Dell-Perot marriage: The fear factor
823304,Tech,Microsoft free anti-virus software soon
823802,Tech,Infy to give pay hikes; promotions in Oct
823805,Tech,TCS bags 5-year project from AP govt
823852,Tech,IT's 10 Best pay masters
823873,Tech,US tech industry lost 115K jobs in H1
824346,Tech,GE extends deal with Mahindra Satyam
824367,Tech,Satyam to give promotions; hikes
824401,Tech,On sale: Wipro's France facility
824409,Tech,TCS: We need more time
824429,Tech,8 iPhone apps that caused trouble
824857,Tech,How to make your password safe
824858,Tech,PC for kids: Here's what to remember
824859,Tech,Robos for sex!
824860,Tech,Hot new trends in laptop market
825714,Tech,10 most confusing tech jargons
825715,Tech,IBM part of failed UK security project
825716,Tech,Cellphones to verify UID number
826114,Tech,9 things you ought to know about TCS
826115,Tech,Barron's sees threat to Oracle; SAP
826117,Tech,Dell launches high-end; thin biz PC
826179,Tech,Microsoft's free antivirus is here!
826190,Tech,TCS sees recovery in banking sector
826704,Tech,Little-known facts about Bill Gates
826705,Tech,HP may merge PC; print divisions
826707,Tech,TCS bags multi-million dollar deal
826712,Tech,Microsoft CEO's salary falls 6%
826749,Tech,6 reasons why 25% BPOs will perish
827251,Tech,Nortel to sell GSM business
827260,Tech,Wipro to open centre in Australia
827311,Tech,Google Wave can be 'dangerous'
827408,Tech,Google Wave: What is it & how it works
827801,Tech,Google's new 'trouble'; IBM
827802,Tech,25% H-1B visas still remaining
827803,Tech,Fujifilm brings 3D camera to India
828242,Tech,PC batteries to power cars!
828688,Tech,How mobiles are threatening game makers
829121,Tech,IT Inc to generate 5.8 mn jobs: IDC
829135,Tech,Motorola to launch 7 sub-8K phones
829162,Tech,CEO S Ramadorai on 37 years at TCS
829186,Tech,Tech Mahindra opens BPO unit in Chandigarh
829190,Tech,HCL Info bags outsourcing deal from Fortis
829214,Tech,Salary & perks: Are IT pros satisfied
829601,Tech,Microsoft: Hotmail passwords hacked
829645,Tech,Vista tarnished our image: Microsoft
829669,Tech,TCS wants mega deals
829686,Tech,10 Most powerful smartphones
829693,Tech,Gmail; Yahoo accounts also exposed
830162,Tech,Microsoft unveils Windows phones
830210,Tech,What's on new TCS CEO's agenda
830215,Tech,Demand to spur better IT Q2
830233,Tech,How Sony's loss is Samsung's gain
830737,Tech,Dell to close plant; lay off 905
830740,Tech,World's famous college-dropout techies
830752,Tech,IBM bags $200 mn India telco deal
830766,Tech,TCS CEO: Rising Re to help
831307,Tech,Infosys cuts pricing to retain business
831310,Tech,Mastek sees revival in UK project
831323,Tech,10 'worst' passwords
831362,Tech,Infosys Q2 raises Re rise worries
831913,Tech,In pics: Most expensive BlackBerry
831923,Tech,Infy hikes salary; ups hiring
832111,Tech,How Einstein; Darwin would use email
832112,Tech,Review: Fujifilm Finepix S1500 digicam
832113,Tech,50 things Internet is killing
832871,Tech,India to lead in tech services
832897,Tech,Inside Infosys Q2 result
832923,Tech,Infosys to expand in Brazil & Mexico
832938,Tech,IT results: High hopes & big risks
833376,Tech,Accenture bags Postal Dept deal
833406,Tech,Hot gadget offers this Diwali
833417,Tech,India's IT spend to touch $37.6 bn
833428,Tech,TCS to up China manpower four times
833792,Tech,Microsoft releases biggest security patch
833804,Tech,TCS to be fined for passport project delay
833817,Tech,World's top tech universities
833842,Tech,Govt may ban pre-paid mobiles in J&K
834371,Tech,Dell loses no. 2 spot to Acer
834372,Tech,Wipro to hire US workers
834402,Tech,Nine holes in Google's Wave
834424,Tech,Don't skip Windows 7: Gartner
834858,Tech,TCS wins $63 mn deal from MP govt
834868,Tech,Google to resume hiring; acquisitions
834902,Tech,HCL Info bags $114 mn Rajasthan govt deal
834903,Tech,Meet Infosys' highest-paid execs
834914,Tech,Diwali sparkle back at Desi IT cos
835346,Tech,How Dell plans to get back in shape
835347,Tech,How to safeguard privacy on Facebook
835348,Tech,In pics: BlackBerry Storm2
835901,Tech,10 biggest H-1B stories
836294,Tech,TCS: Orders rise to pre-Lehman days
836322,Tech,IT cos under lens for STPI violations
836342,Tech,How global M&As threaten Desi IT cos
836345,Tech,Govt lines up $2 bn power deal for IT cos
836357,Tech,How to avoid Gmail goof-ups
836780,Tech,Sun Micro to cut 3;000 jobs
836824,Tech,Satyam wins $8 mn worth new deals in Q2
836847,Tech,Google in trouble for violating copyright
836855,Tech,8 top global outsourcing cities
837326,Tech,Mahindra Satyam may axe 5;000 benchers
837327,Tech,Microsoft launches Windows 7
837350,Tech,What's new in Windows 7
837385,Tech,Infosys eyeing $500 mn buyouts
837406,Tech,Samsung launches N140 Netbook
837853,Tech,Wipro bags 10-yr IGI deal
837857,Tech,Narayana Murthy turning venture capitalist
837865,Tech,How much will Windows 7 cost you
837878,Tech,No pay for Satyam's VPP staff from Dec 18
837916,Tech,Inside Apple's all-new iMacs
837919,Tech,Are Chinese hackers official?
837930,Tech,Review: Motorola Cliq
837931,Tech,How to shift from XP to Windows 7
838475,Tech,Nokia's Linux phone N900 gets delayed
838477,Tech,BSNL offers prepaid broadband service
838479,Tech,Inside Acer's 3D laptop; Aspire 5738DG
838480,Tech,Meet Samsung's Armani mobile
839313,Tech,iGate to hire 300 by Dec
839323,Tech,Your mobile phone can 'cause cancer'
839327,Tech,Why Infosys shares may fall
839348,Tech,TCS: 40% growth tough to sustain
839357,Tech,8 'problems' with Windows 7
839811,Tech,Wipro Q2 net up 19% at Rs 1;161.7 cr
839838,Tech,Google may join India 3G auction
839866,Tech,Qualcomm to launch Rs 10K PC
839897,Tech,How Wipro beat market expectations
839917,Tech,Nokia; SAP to form new company
840329,Tech,Infosys to open 22 BPO centers in AP
840377,Tech,HCL Tech to hike salaries
840388,Tech,Meet tech's hottest rising stars
840428,Tech,Ex-AMD CEO linked to Galleon scandal
840869,Tech,Sony Ericsson launches 3 smartphones
840872,Tech,Google launches music search
840899,Tech,Inside Yahoo's revival kit
840905,Tech,9 things 'troubling' Infosys
840924,Tech,Sun CEO's salary slashed 37%
841405,Tech,Wipro to support laid off staff in France
841407,Tech,Dating site with a 'must beautiful' tag!
841425,Tech,Microsoft shutting down MSN Direct
841457,Tech,Belgium's 'Bill Gates' hitting SAP; Oracle
841462,Tech,Top 10 strategic technologies for 2010
841477,Tech,In pics: Samsung Omnia II
841480,Tech,Dating site with a 'must beautiful' tag!
841481,Tech,Online networking: Pro and cons
841482,Tech,6 golden rules of Sexting
841935,Tech,Tax claim notice issued to Vodafone
841936,Tech,Nokia to close gaming service N-Gage
841937,Tech,10 Biggest email blunders of 2009
841963,Tech,NASSCOM's top 10 tech tools
842878,Tech,Review: Pocket encyclopedia; WikiReader
842901,Tech,China plans to lure outsourcing contracts
842903,Tech,IT spending to remain low: Balmer
843418,Tech,MTNL to offer 3G for Rs 109
843420,Tech,Google launches voice search for Nokia
843438,Tech,Capgemini to expand India headcount
843447,Tech,Sony Ericsson unveils Android phone
843460,Tech,IT cos: Look who is giving salary hikes
843465,Tech,TCS bags multi-million Cardiff deal
843977,Tech,Mahindra Satyam bags Saab defence deal
844004,Tech,Google sued for sexual discrimination
844021,Tech,Nokia Siemens to cut 5;800 jobs
844029,Tech,Nokia unveils 5 low-end phones
844468,Tech,10 Most attractive IT workplaces for grads
844474,Tech,Microsoft 5;000 job cuts go up to 5;800
844537,Tech,Murthy's wife sells $92 mn Infy shares
844545,Tech,UID cards by next year: Nilekani
845007,Tech,Microsoft launches on-demand email solution
845021,Tech,TCS scales up US Delivery Centre
845049,Tech,US state cuts IBM contract
845066,Tech,Acer refreshes smartphone range in India
845087,Tech,What's new in Firefox 3.6 beta 1
845089,Tech,5 Tips to secure Gmail
845091,Tech,Meet China's Web tycoon
846012,Tech,What your SMS reveals about you
846013,Tech,Review: Motorola's new phone Droid
846014,Tech,In pics: Nokia's 5 low-end phones
846443,Tech,Mahindra Satyam sees worst over
846481,Tech,Google launching free videoconferencing
846482,Tech,Infosys eyeing acquisitions in Europe; US
846493,Tech,Infosys BPO to hire 2;000 by FY10
846494,Tech,Accenture to hire 8;000 in India
846504,Tech,Nokia to replace 14 mn chargers
846510,Tech,Top 10 BPO employers of 2009
846515,Tech,Know if your Nokia charger is faulty
847075,Tech,Infosys opens centre in Latin America
847087,Tech,Wipro sees strong deal pipeline
847124,Tech,Yahoo to expand India headcount
847142,Tech,6 hot-new Windows 7 laptops
847148,Tech,Mahindra Satyam to reposition itself
847640,Tech,Adobe cutting 680 jobs
847695,Tech,Nokia launches 3 CDMA phones
847711,Tech,6 Indians who call shots at Microsoft
847715,Tech,Premji pushes for CIOs in government
848276,Tech,HP to buy 3Com for $2.7 bn
848297,Tech,Infy BPO to acquire US co McCamish
848322,Tech,Gates: Salary is a tough problem to solve
848325,Tech,TCS' passport project misses 3rd deadline
848346,Tech,Little-known facts about Steve Jobs
848839,Tech,L&T to sell Satyam shares worth $65 mn
848872,Tech,TCS to create jobs in US
848884,Tech,10 ripples HP's 3Com deal is causing
848908,Tech,Google Earth's 10 unusual discoveries
848926,Tech,Microsoft bans 1 million Xbox users
849372,Tech,Genpact bags Unitech Wireless deal
849373,Tech,Why SMSing can be a pain
849375,Tech,How to block malware attacks
849376,Tech,10 hottest Facebook applications
850354,Tech,Chandrasekaran wants bigger TCS
